nazwa;teryt;srodek;bb;
dąbrowski;1204;50.232478 20.9656068;50.3537108 21.2228485 50.1066486 20.7273709
dębicki;1803;49.9953359 21.3075494;50.169719 21.5700322 49.8288614 21.1440229
drawski;3203;53.4667222 15.8425874;53.6939993 16.4577835 53.200625 15.584616
działdowski;2803;53.3050749 20.050474;53.4384817 20.4145814 53.1399971 19.68688
dzierżoniowski;0202;50.7717947 16.7233293;50.845028 16.8953723 50.6249069 16.4795252
elbląski;2804;54.01609 19.5895991;54.3411522 20.0572947 53.9262792 19.2170928
ełcki;2805;53.7888026 22.3323582;54.0074429 22.7853504 53.6279227 22.0238991
garwoliński;1403;51.8394562 21.7058361;52.0410841 21.9518768 51.6120101 21.2804288
gdański;2204;54.183493 18.5707092;54.3459454 18.9482919 54.10319 18.2163148
giżycki;2806;53.9662624 21.8876805;54.1817319 22.2144588 53.8514208 21.4294751
gliwicki;2405;50.2874115 18.6576037;50.3752324 18.7546441 50.2272469 18.5445885
głogowski;0203;51.6574339 16.096829;51.8047592 16.3590907 51.5378277 15.8342138
głubczycki;1602;50.1746942 17.8417937;50.3245687 18.072085 49.9724791 17.5927358
gnieźnieński;3003;52.5014671 17.6288321;52.738752 17.9913559 52.3677779 17.1505739
goleniowski;3204;53.5954578 14.8616314;53.819277 15.327187 53.4029801 14.5230769
golubsko-dobrzyński;0405;53.1140073 19.0683907;53.2378913 19.2562263 52.9607108 18.7273542
gołdapski;2818;54.2564043 22.2855339;54.3637778 22.8058724 54.1580198 21.9380045
gorlicki;1205;49.6015013 21.1285391;49.781672 21.4213826 49.4009681 20.8822057
gorzowski;0801;52.7256985 15.2018639;52.778143 15.3128055 52.6845128 15.1236655
gostyniński;1404;52.4352712 19.4024277;52.5261011 19.9848603 52.2538501 19.2592569
gostyński;3004;51.8503709 17.0131817;51.980528 17.3455279 51.6937021 16.7290197
górowski;0204;51.663189 16.5125886;51.7879961 16.8224112 51.485391 16.2681641
grajewski;2004;53.5826026 22.4521603;53.7616957 22.818029 53.3488399 22.1358923
grodziski(mazowieckie);1405;52.0796591 20.5429688;52.2024171 20.7939194 51.9237599 20.3941186
grodziski(wielkopolskie);3005;52.210718 16.332533;52.287199 16.6079592 52.033373 16.0630701
grójecki;1406;51.8226058 20.8597574;51.9584475 21.288614 51.5562262 20.3852888
grudziądzki;0406;53.4684288 18.7487561;53.5241893 18.8707562 53.4207959 18.6945624
gryficki;3205;53.9445019 15.2568565;54.1589443 15.485989 53.7266342 14.8957453
gryfiński;3206;52.9356926 14.5010217;53.3661601 14.8777252 52.6803381 14.1223531
hajnowski;2005;52.7104134 23.6072363;52.9899911 23.9395652 52.4268491 23.1714893
hrubieszowski;0604;50.7015585 23.8116511;51.003962 24.1458931 50.4121431 23.5805182
iławski;2807;53.6522976 19.6031833;53.9169717 19.9475338 53.4327709 19.128516
inowrocławski;0407;52.7947626 18.2957325;52.9915607 18.6253857 52.5368718 17.9677599
janowski;0605;50.7250326 22.4424755;50.911765 22.6815608 50.5780121 22.1415613
jarociński;3006;51.9558633 17.4699972;52.14446 17.7233251 51.87328 17.1865982
jarosławski;1804;49.9657776 22.7535729;50.212823 23.1542742 49.836944 22.410544
jasielski;1805;49.706141 21.4728496;49.872842 21.6507806 49.4122209 21.2417341
jaworski;0205;51.0283765 16.1314917;51.1496239 16.480657 50.85252 15.929634
jeleniogórski;0206;50.8665547 15.6823021;50.9324181 15.8749908 50.7669173 15.5779991
jędrzejowski;2602;50.65754 20.3008653;50.8683731 20.5848631 50.4471329 19.7880756
kaliski;3007;51.7432179 18.0652645;51.7936859 18.1577838 51.7006782 17.9963248
kamiennogórski;0207;50.7915164 15.9921471;50.9135761 16.1796307 50.598625 15.8299483
kamieński;3207;53.9245263 14.7149859;54.0545179 15.0966642 53.767148 14.3921375
kartuski;2205;54.3451554 18.1175348;54.4797474 18.4922123 54.1735195 17.6801652
kazimierski;2603;50.2940577 20.519199;50.3906918 20.7745593 50.1855379 20.2826494
kędzierzyńsko-kozielski;1603;50.292428 18.1705709;50.4206059 18.4277288 50.1673598 17.9118433
kępiński;3008;51.2755627 17.9321449;51.3932689 18.1815913 51.1037882 17.7381089
kętrzyński;2808;54.1661097 21.3114621;54.3348142 21.6017456 53.9380862 21.0220418
kielecki;2604;50.8402094 20.6058867;50.9147837 20.7208681 50.7932963 20.5104146
kluczborski;1604;50.9857086 18.1251781;51.174538 18.3813792 50.796698 17.9241101
kłobucki;2406;50.9492568 18.8752116;51.0993559 19.1292878 50.7679822 18.6126881
kłodzki;0208;50.4114042 16.5655666;50.6809621 17.028323 50.09634 16.1955874
kolbuszowski;1806;50.323594 21.8378567;50.4722451 22.0966381 50.1505249 21.5304158
kolneński;2006;53.3980909 21.9991336;53.5444843 22.2793363 53.2387959 21.5942443
kolski;3009;52.2795474 18.7485613;52.4281751 19.103349 52.060778 18.4566321
kołobrzeski;3208;54.0776374 15.60201;54.2270506 15.8804561 53.8730333 15.3475301
konecki;2605;51.1305948 20.3261702;51.3421558 20.7027395 50.9604139 19.9816431
koniński;3010;52.2167513 18.2532296;52.3286959 18.3324159 52.1822806 18.1923234
koszaliński;3209;54.1917007 16.2465436;54.2769933 16.3239339 54.1374471 16.1100708
kościański;3011;52.0622096 16.7580375;52.2155761 17.0097788 51.9178681 16.4206381
kościerski;2206;53.999309 18.0203276;54.201892 18.3572377 53.8349258 17.6467927
kozienicki;1407;51.6329647 21.3990659;51.8615231 21.8731734 51.4170049 21.1190851
krakowski;1206;50.044045 20.0059112;50.1261259 20.2174976 49.9674054 19.7922485
krapkowicki;1605;50.4776737 17.9467122;50.5622709 18.1635402 50.342881 17.7515412
krasnostawski;0606;50.9509066 23.0514042;51.1219481 23.4792581 50.8036851 22.7573617
kraśnicki;0607;50.8707311 22.1526153;51.0580521 22.4799447 50.7712041 21.8133565
krośnieński(lubuskie);0802;52.0001091 15.0030846;52.2348401 15.314284 51.7852228 14.5900002
krośnieński(podkarpackie);1807;49.7051244 21.7519259;49.7327295 21.8113959 49.6465801 21.6921313
krotoszyński;3012;51.6999106 17.4343646;51.9011551 17.7145658 51.5823431 17.1269524
kutnowski;1002;52.257219 19.4090901;52.3940561 19.7641953 52.1086249 19.030996
kwidzyński;2207;53.7069237 19.0069878;53.9141163 19.3225949 53.5778581 18.7417642
legionowski;1408;52.4320224 20.9228345;52.5662102 21.1525933 52.3373485 20.7387158
legnicki;0209;51.2067684 16.1593249;51.2489915 16.2330988 51.1603912 16.0875623
leski;1821;49.356082 22.3738961;49.5518078 22.5520195 49.0857861 22.1884128
leszczyński;3013;51.8389547 16.5720769;51.881439 16.6239259 51.8066771 16.5272701
leżajski;1808;50.2819824 22.4790327;50.4001071 22.6877561 50.1237121 22.1887753
lęborski;2208;54.688957 17.6445007;54.7828163 17.886558 54.353369 17.436657
lidzbarski;2809;54.146188 20.4128114;54.2288422 20.8167546 53.9829 19.9436318
limanowski;1207;49.6747667 20.2788928;49.8310321 20.5956337 49.5339369 19.9904838
lipnowski;0408;52.8135509 19.2657878;53.0093672 19.5267627 52.6339386 18.9099362
lipski;1409;51.1606164 21.5681301;51.3040692 21.8190497 51.0132082 21.3127504
lubaczowski;1809;50.260564 23.2122604;50.4104802 23.5476409 49.981142 22.797762
lubański;0210;51.0591161 15.2855624;51.199452 15.4361051 50.887914 15.1208751
lubartowski;0608;51.4970599 22.5409476;51.7137269 23.0202911 51.35607 22.1875133
lubelski;0609;51.2474183 22.5734334;51.2964846 22.6735312 51.1397334 22.4540091
lubiński;0211;51.4411622 16.2519212;51.6130171 16.4820802 51.270517 16.0041239
lubliniecki;2407;50.6981811 18.8295757;50.8540339 19.11002 50.4929035 18.4792863
lwówecki;0212;51.0283944 15.5136944;51.1988452 15.766185 50.8317489 15.2770712
łańcucki;1810;50.15712 22.2392796;50.2468608 22.452422 49.9261458 22.0854752
łaski;1003;51.5468697 19.066394;51.7774631 19.2760982 51.3398539 18.801585
łęczycki;1004;52.1205089 19.1748072;52.2153488 19.562566 51.997053 18.8282901
łęczyński;0610;51.3239456 22.954777;51.430393 23.2690684 51.1744501 22.664938
łobeski;3218;53.6478187 15.4845879;53.8822459 15.7994762 53.4682361 15.1443939
łomżyński;2007;53.1734141 22.047289;53.2234099 22.1051914 53.141849 22.0112514
łosicki;1410;52.2287911 22.8868723;52.3835429 23.1283212 52.0656451 22.5657863
łowicki;1005;52.0953911 19.8347615;52.3109661 20.128548 51.909387 19.5124228
łódzki wschodni;1006;51.6705147 19.6225076;51.864593 19.9830021 51.5076841 19.4189109
łukowski;0611;51.8950983 22.1028722;52.0705021 22.635733 51.6372739 21.8451194
makowski;1411;52.9226319 21.1729039;53.138345 21.4916421 52.7563203 20.8601717
malborski;2209;54.0860433 19.033672;54.1830253 19.2820217 53.9430383 18.8077474
miechowski;1208;50.4018897 20.0437979;50.5200442 20.3462762 50.258928 19.8252634
mielecki;1811;50.316502 21.4302478;50.49573 21.6404015 50.131103 21.1423457
międzychodzki;3014;52.6004652 16.0491591;52.7547691 16.3377941 52.448281 15.7789647
międzyrzecki;0803;52.4874029 15.595523;52.7140829 15.9011001 52.283263 15.264955
mikołowski;2408;50.1656588 18.8118364;50.2482937 18.9558496 50.0539422 18.7183783
milicki;0213;51.541736 17.332622;51.647977 17.579299 51.3668982 16.9888969
miński;1412;52.1932636 21.7152483;52.3949839 21.9767623 51.9733211 21.2379235
mławski;1413;53.0587382 20.4275093;53.2699253 20.72832 52.8406021 20.0256948
mogileński;0409;52.6295025 18.0818447;52.8420451 18.3622181 52.4812181 17.785616
moniecki;2008;53.3777392 22.7938813;53.6902839 23.1327759 53.2011989 22.4304518
mrągowski;2810;53.8019109 21.3077251;53.996049 21.7433916 53.6256262 21.0512222
myszkowski;2409;50.6199111 19.2916264;50.704876 19.6297141 50.506675 19.07329
myślenicki;1209;49.8112602 19.9949386;49.9321938 20.2475318 49.6179479 19.7430319
myśliborski;3210;52.857044 14.7780054;53.08499 15.3356552 52.6246694 14.4351973
nakielski;0410;53.0886873 17.5465361;53.2952398 17.8775263 52.8949211 17.301629
namysłowski;1606;51.0408166 17.7773502;51.1945111 18.0034661 50.8373712 17.5144703
nidzicki;2811;53.3178578 20.4868715;53.5317227 20.8171058 53.2144797 20.1798881
niżański;1812;50.4776809 22.3713567;50.6253419 22.5883143 50.303142 21.9664392
nowodworski(mazowieckie);1414;52.4769443 20.6780861;52.6464482 20.9299727 52.2851052 20.3972964
nowodworski(pomorskie);2210;54.2838325 19.070453;54.458356 19.6489457 54.1159752 18.8393144
nowomiejski;2812;53.4165569 19.5339357;53.5694101 19.9041403 53.3021299 19.189303
nowosądecki;1210;49.6084971 20.6960387;49.6579511 20.7621654 49.55641 20.6469789
nowosolski;0804;51.7780803 15.6942659;52.039625 16.0123137 51.6449912 15.4420491
nowotarski;1211;49.4706746 19.9993836;49.6611942 20.6165187 49.3263819 19.5274218
nowotomyski;3015;52.3247356 16.1432292;52.51434 16.5151542 52.182481 15.804142
nyski;1607;50.4653195 17.3424977;50.6694963 17.7628548 50.2516211 16.9087264
obornicki;3016;52.7398346 16.9207647;52.8888459 17.131505 52.5450022 16.575693
olecki;2813;54.0488907 22.4074038;54.2147583 22.7223372 53.8875423 22.1099903
oleski;1608;50.9294087 18.4731613;51.1412111 18.6957862 50.61625 18.2251189
oleśnicki;0214;51.251709 17.530923;51.4568679 17.798917 51.0513761 17.2382375
olkuski;1212;50.3108759 19.5872964;50.449716 19.9209361 50.188993 19.3235519
olsztyński;2814;53.783365 20.4735725;53.8289417 20.5660418 53.7230797 20.3653558
oławski;0215;51.0163482 17.3794513;51.1037861 17.5437871 50.8173161 17.0680602
opatowski;2606;50.7596348 21.3816143;51.07789 21.8305593 50.679636 21.1313373
opoczyński;1007;51.4037758 20.2645148;51.6011589 20.534255 51.1836361 19.8558701
opolski(lubelskie);0612;51.1669425 21.9855229;51.3094029 22.2356854 50.948918 21.7824803
opolski(śląskie);1609;50.6627543 17.9265186;50.7249448 18.0330543 50.5872782 17.8283188
ostrołęcki;1415;53.0836961 21.573285;53.1113032 21.6424378 53.0434227 21.5357874
ostrowiecki;2607;50.9465911 21.4297744;51.0653351 21.6866937 50.8124161 21.0917566
ostrowski(mazowieckie);1416;52.7570729 22.0412064;52.9805431 22.4736175 52.6095763 21.5906652
ostrowski(wielkopolskie);3017;51.6452962 17.7880123;51.816375 18.1887828 51.3998784 17.5123148
ostródzki;2815;53.7688249 19.9764104;54.0801132 20.272563 53.3793711 19.5562628
ostrzeszowski;3018;51.4509461 17.9191483;51.5821659 18.3831099 51.2929119 17.7043258
oświęcimski;1213;50.0025789 19.2699881;50.13236 19.5097779 49.8505259 19.083192
otwocki;1417;52.085743 21.3466091;52.2284249 21.580183 51.8695541 21.1699812
pabianicki;1008;51.6827392 19.2965652;51.832102 19.4763297 51.5221638 18.9993728
pajęczański;1009;51.1816467 19.0385025;51.2999488 19.3125376 50.9708179 18.740648
parczewski;0613;51.5741699 23.031205;51.7907102 23.3234499 51.4071958 22.6688299
piaseczyński;1418;51.990602 21.0267424;52.1441552 21.2807575 51.8876391 20.6836415
pilski;3019;53.1620617 17.055811;53.363885 17.4373799 52.9538279 16.3904891
pińczowski;2608;50.4907423 20.5044784;50.6710719 20.6843954 50.329371 20.2606318
piotrkowski;1010;51.4035647 19.7111108;51.45293 19.8103543 51.3729639 19.622871
piski;2816;53.7330566 21.9134304;53.8997939 22.3088201 53.4585046 21.4099175
pleszewski;3020;51.9008344 17.8263031;52.0909581 18.043187 51.759592 17.5153112
płocki;1419;52.5292906 19.694493;52.5970681 19.8059041 52.4737442 19.624188
płoński;1420;52.5714161 20.4021708;52.8973583 20.7314536 52.3812277 19.9625328
poddębicki;1011;51.904933 18.8873051;52.0763692 19.1911868 51.7199111 18.6699149
policki;3211;53.6073945 14.4111139;53.7438307 14.6358178 53.2744874 14.2681643
polkowicki;0216;51.5113955 16.2543274;51.5115922 16.2634802 51.5096179 16.244933
poznański;3021;52.4071021 16.9412479;52.509141 17.0716593 52.2919161 16.7316723
proszowicki;1214;50.2018348 20.3184688;50.3228771 20.6818241 50.1110107 20.1261899
prudnicki;1610;50.3886209 17.6997453;50.5545711 18.0321708 50.2659669 17.4464012
pruszkowski;1421;52.1627843 20.8153846;52.2001403 20.9893214 52.0006066 20.6309527
przasnyski;1422;53.1483961 20.924927;53.3634971 21.215038 52.8640867 20.664939
przemyski;1813;49.7771435 22.7785702;49.8205851 22.8553723 49.7465209 22.7127414
przeworski;1814;50.0742865 22.5411805;50.3061 22.8413287 49.8719981 22.2322863
przysuski;1423;51.4158462 20.6795448;51.616478 20.8872197 51.235673 20.4158449
pszczyński;2410;50.0082731 18.861219;50.1009345 19.1461338 49.878822 18.6179866
pucki;2211;54.7744489 18.2737787;54.8357297 18.828019 54.5575128 17.9111909
puławski;0614;51.4174556 22.0546731;51.5844219 22.3138759 51.252088 21.7611821
pułtuski;1424;52.6883985 20.9854178;52.8096032 21.353354 52.5342257 20.6945013
pyrzycki;3212;53.1032411 14.9137558;53.2823789 15.21121 52.9698261 14.6644447
raciborski;2411;50.1203652 18.1814454;50.2582381 18.5032638 49.9156762 18.03475
radomski;1425;51.4025081 21.1632039;51.4814862 21.2585886 51.3486449 21.0493592
radomszczański;1012;51.081206 19.6244855;51.2858851 20.0562303 50.8430329 19.2040322
radziejowski;0411;52.5766303 18.5512416;52.725799 18.8288833 52.421399 18.3803592
radzyński;0615;51.7483711 22.6145744;51.9739839 23.0625838 51.5910078 22.3525126
rawicki;3022;51.6584444 16.9890188;51.7475181 17.25997 51.543985 16.638298
rawski;1013;51.7339951 20.3801744;51.8915852 20.6591903 51.632172 20.1115164
ropczycko-sędziszowski;1815;50.0999177 21.6564133;50.206397 21.8225122 49.8897481 21.4600777
rybnicki;2412;50.1150463 18.5396599;50.1838315 18.6567983 50.0354066 18.4417364
rycki;0616;51.6164904 21.9411996;51.7951426 22.2434373 51.52906 21.6171249
rypiński;0412;53.0517202 19.4397165;53.2172432 19.6906615 52.9278368 19.180458
rzeszowski;1816;50.0197452 22.0083082;50.078273 22.0941863 49.9325869 21.8827237
sandomierski;2609;50.639222 21.5549114;50.8799217 21.8684111 50.5099915 21.3481972
sanocki;1817;49.497926 22.0947319;49.6860721 22.4287694 49.173873 21.8467582
sejneński;2009;54.0502486 23.3185391;54.2970594 23.5286376 53.8935909 23.0800489
sępoleński;0413;53.4496488 17.5130857;53.6179219 17.7702672 53.2678378 17.2472674
siedlecki;1426;52.1682859 22.2705817;52.1958223 22.332724 52.1274696 22.2207208
siemiatycki;2010;52.4826091 22.9640433;52.6967808 23.3149413 52.2800528 22.4581253
sieradzki;1014;51.6402292 18.6359815;51.8543149 18.880173 51.351618 18.3266409
sierpecki;1427;52.829901 19.6929043;52.9902859 20.000891 52.676803 19.4233213
skarżyski;2610;51.0687982 20.7823845;51.195228 20.9836597 50.9346407 20.6010093
skierniewicki;1015;51.9607088 20.1602619;51.993307 20.2334071 51.9232019 20.1049414
sławieński;3213;54.3880866 16.6089643;54.569091 16.8654791 54.1893712 16.2143118
słubicki;0805;52.3368449 14.7479227;52.5764176 15.043873 52.0695969 14.534127
słupecki;3023;52.2368221 17.9179392;52.554942 18.1338349 52.0734862 17.683443
słupski;2212;54.464148 17.0284824;54.4984131 17.1050763 54.4227902 16.9511949
sochaczewski;1428;52.208836 20.1940725;52.4174666 20.4903014 52.114548 19.9351921
sokołowski;1429;52.5300078 22.2816587;52.7025954 22.5651169 52.287914 21.9745798
sokólski;2011;53.4804542 23.4091577;53.721955 23.9097072 53.147194 22.9279499
stalowowolski;1818;50.6225178 22.0833907;50.8181161 22.2640843 50.3613651 21.8405406
starachowicki;2611;51.0517693 21.1067058;51.211473 21.3833122 50.89568 20.9022831
stargardzki;3214;53.3675297 15.257525;53.5499212 15.7197992 53.0817338 14.7319475
starogardzki;2213;53.8589184 18.3428483;54.1431212 18.7345328 53.655062 18.06379
staszowski;2612;50.5333986 21.2017972;50.70485 21.5165016 50.3306514 20.8742405
strzelecki;1611;50.5236695 18.3258162;50.7045012 18.6162421 50.3566675 18.0824658
strzelecko-drezdenecki;0806;52.9102052 15.7119884;53.1239582 15.9978252 52.7010452 15.282123
strzeliński;0217;50.8161834 17.0007158;50.9204088 17.354682 50.6131945 16.8584492
strzyżowski;1819;49.9062558 21.7658112;49.9726542 22.0219393 49.7810651 21.4760868
sulęciński;0807;52.372399 15.1470452;52.6520898 15.4464538 52.204686 14.6411338
suski;1215;49.7009444 19.6586221;49.831824 19.9124542 49.5682165 19.3706961
suwalski;2012;54.0962169 22.9216482;54.1648911 22.9945758 54.0405359 22.8636798
szamotulski;3024;52.6306916 16.4583259;52.7939571 16.7406102 52.37416 16.0136382
szczecinecki;3215;53.7263402 16.5362134;54.005365 16.9822089 53.4703748 16.1959131
szczycieński;2817;53.5604093 20.8938937;53.7892312 21.5521607 53.2921908 20.5893603
sztumski;2216;53.8977272 19.2164378;54.0276689 19.5829572 53.774778 18.8603072
szydłowiecki;1430;51.2324627 20.842185;51.3672651 21.0750495 51.144484 20.6128522
średzki(śląskie);0218;51.1369337 16.5713037;51.2602611 16.9062898 50.9911091 16.331623
średzki(wielkopolskie);3025;52.1512246 17.334844;52.3498001 17.5222751 52.0105531 17.090861
śremski;3026;52.0096542 17.113896;52.1978188 17.3268981 51.927706 16.790178
świdnicki(lubelskie);0617;51.1491241 22.8386303;51.284742 23.0692151 50.9647651 22.6447745
świdnicki(śląskie);0219;50.9003799 16.4280157;51.029543 16.7016041 50.7112159 16.1594871
świdwiński;3216;53.7796961 15.8285645;53.973715 16.2678412 53.6446951 15.528905
świebodziński;0808;52.2443924 15.4559135;52.3795431 15.8814091 52.094977 15.0889005
świecki;0414;53.4958476 18.3687808;53.7093482 18.7801998 53.2532258 18.0340573
tarnobrzeski;1820;50.5798603 21.6925451;50.655239 21.7961309 50.5129169 21.6032375
tarnogórski;2413;50.4625163 18.8263957;50.6176501 19.134453 50.3281803 18.5907972
tarnowski;1216;50.0366554 20.9777456;50.0665457 21.0623702 49.9857418 20.891442
tatrzański;1217;49.3011534 20.0014575;49.4281149 20.1902804 49.1785791 19.7584158
tczewski;2214;53.8792936 18.7785139;54.1540982 18.8861531 53.6839132 18.5500159
tomaszowski(lubelskie);0618;50.4807956 23.6139646;50.7037089 23.9915594 50.251603 23.0479335
tomaszowski(mazowieckie);1016;51.6219819 20.0241626;51.7735943 20.426749 51.4204739 19.7077372
toruński;0415;53.0299205 18.6294138;53.0655486 18.7408869 52.9612365 18.464227
trzebnicki;0220;51.4188443 16.9985632;51.5809041 17.3405571 51.1629007 16.7591792
tucholski;0416;53.5545868 17.9946402;53.7809987 18.2754629 53.3828039 17.602688
turecki;3027;51.9638571 18.5288506;52.170787 18.768302 51.8261922 18.2186361
tyski;2414;50.1078748 19.1532754;50.1694882 19.255235 50.0170697 19.030448
wadowicki;1218;49.8915953 19.5413958;50.0273251 19.8115822 49.761707 19.2858968
wałbrzyski;0221;50.7593258 16.219723;50.8859889 16.4933833 50.6272109 16.067282
wałecki;3217;53.2355426 16.234465;53.461759 16.7142154 53.0128616 15.9629019
warszawski zachodni;1432;52.2738835 20.6938283;52.378692 20.9243454 52.157386 20.3109755
wąbrzeski;0417;53.2897249 18.9517353;53.3925152 19.1583139 53.1720719 18.6949346
wągrowiecki;3028;52.7845797 17.2145897;53.084185 17.5282612 52.5670012 17.0024427
wejherowski;2215;54.6303285 18.0306344;54.8258449 18.4309318 54.408439 17.6668507
węgorzewski;2819;54.1729496 21.7636445;54.3337073 22.026033 54.0807802 21.5310741
węgrowski;1433;52.4242674 21.9063231;52.702972 22.1820425 52.209449 21.5642272
wielicki;1219;49.9412446 20.2203878;50.1001851 20.3875522 49.8634379 19.9628785
wieluński;1017;51.2402915 18.6869713;51.4115241 18.9137627 51.054369 18.3477938
wieruszowski;1018;51.3165967 18.2184073;51.454261 18.5628277 51.1339642 18.0750521
włocławski;0418;52.6578834 19.0676872;52.7360355 19.1806421 52.594676 18.937535
włodawski;0619;51.4988572 23.39179;51.7804941 23.7095965 51.2650292 23.0567559
włoszczowski;2613;50.845232 19.979099;51.0481623 20.2411882 50.6158431 19.7044002
wodzisławski;2415;49.9884454 18.4693242;50.0869511 18.6118509 49.8994359 18.2390234
wolsztyński;3029;52.0666964 16.117593;52.2466649 16.4657179 51.93105 15.8330763
wołomiński;1434;52.3635504 21.2897822;52.5561389 21.7379828 52.2560667 21.0681005
wołowski;0222;51.3910837 16.6003543;51.5180089 16.8122721 51.2262609 16.4157142
wrocławski;0223;51.1407764 16.9831788;51.2114736 17.1763478 51.0426822 16.8073801
wrzesiński;3030;52.1944562 17.6256124;52.418693 17.8329779 52.0629622 17.3470191
wschowski;0812;51.825543 16.1333484;51.9973035 16.4163811 51.662982 15.8251829
wysokomazowiecki;2013;52.8379228 22.5450705;53.1439352 22.8684947 52.5853756 22.2485623
wyszkowski;1435;52.5960483 21.4782492;52.8395048 21.77314 52.4637534 21.1181475
zambrowski;2014;53.0024585 22.2851817;53.2035306 22.5894733 52.8418311 21.97606
zamojski;0620;50.7220225 23.2525495;50.7503649 23.3067911 50.6924001 23.190234
zawierciański;2416;50.4834474 19.5827637;50.7219239 19.9739915 50.3594295 19.2516952
ząbkowicki;0224;50.589523 16.8122514;50.7161262 17.1626567 50.3973778 16.5795329
zduńskowolski;1019;51.654763 18.9438163;51.7731941 19.1091071 51.4675199 18.7976939
zgierski;1020;51.9025569 19.4219463;52.0368741 19.8401881 51.7711793 19.1211714
zgorzelecki;0225;51.2488827 15.1457788;51.4640072 15.3398409 50.861913 14.816831
zielonogórski;0809;51.9423914 15.5208194;51.9867939 15.585374 51.888703 15.4381793
złotoryjski;0226;51.1557753 15.8337662;51.2614282 16.0625928 50.920083 15.6960701
złotowski;3031;53.4418876 16.9652247;53.6559175 17.394009 53.1693456 16.4345931
zwoleński;1436;51.3354069 21.5724503;51.5006226 21.8564877 51.216734 21.3248294
żagański;0810;51.5689064 15.3245516;51.7828731 15.8571229 51.4075901 14.9874332
żarski;0811;51.6950742 15.021849;51.8940001 15.2738282 51.363138 14.649482
żniński;0419;52.7911685 17.7536285;53.0433848 18.070531 52.6017704 17.4043611
żuromiński;1437;53.0672753 19.8704421;53.2133749 20.1475879 52.8197611 19.6338054
żyrardowski;1438;52.0129718 20.4227517;52.1557549 20.6653531 51.8434211 20.1984258
żywiecki;2417;49.6089747 19.2130256;49.828766 19.4807801 49.393975 18.9465901
m.Biała Podlaska;0661;52.0387126 23.1445026;52.0618288 23.2113791 51.9964631 23.0651822
