101690;220101;Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu|Borzytuchom|ul. Czterdziestolecia 2 |77-141 Borzytuchom;54.1990589 17.3704847
101691;220101;Sala Wiejska|Dąbrówka| 22 |77-100 Bytów;54.1706219 17.4916088
101692;220101;Szkoła Podstawowa w Niedarzynie|Niedarzyno| 21b |77-141 Borzytuchom;54.1990589 17.3704847
101693;220102;Zespół Szkół Ogólnokształcących|Bytów|ul. Gdańska 57 |77-100 Bytów;54.1706219 17.4916088
101694;220102;Szkoła Podstawowa Nr 2|Bytów|ul. Ks. dr Bolesława Domańskiego 13 |77-100 Bytów;54.1706219 17.4916088
101695;220102;Zespół Szkół Ogólnokształcących|Bytów|ul. Gdańska 57 |77-100 Bytów;54.1706219 17.4916088
101696;220102;Starostwo Powiatowe Bytów|Bytów|ul. Ks. dr Bolesława Domańskiego 2 |77-100 Bytów;54.1706219 17.4916088
101697;220102;Przedszkole|Bytów|ul. Słoneczna 22 |77-100 Bytów;54.1706219 17.4916088
101698;220102;Gimnazjum Nr 2|Bytów|ul. Gen. Władysława Sikorskiego 37 |77-100 Bytów;54.1706219 17.4916088
101699;220102;Gimnazjum Nr 1|Bytów|ul. Gen. Ludwika Mierosławskiego 7 |77-100 Bytów;54.1706219 17.4916088
101700;220102;Szkoła Specjalnego Ośrodka Szkolno - Wychowawczego|Bytów|ul. Jana Styp-Rekowskiego 2a |77-100 Bytów;54.1706219 17.4916088
101701;220102;Zespół Szkół Ekonomiczno - Usługowych|Bytów|ul. Hieronima Derdowskiego 3 |77-100 Bytów;54.1706219 17.4916088
101702;220102;Zespół Szkół Ekonomiczno - Usługowych - Sala Gimnastyczna|Bytów|ul. Hieronima Derdowskiego 7 |77-100 Bytów;54.1706219 17.4916088
101703;220102;Szkoła Podstawowa Nr 1|Bytów|ul. Młyńska 11 |77-100 Bytów;54.1706219 17.4916088
101704;220102;Przedszkole Nr 2|Bytów|ul. Jana Bauera 9 |77-100 Bytów;54.1706219 17.4916088
101705;220102;Zespół Szkół Ponadgimnazjalnych|Bytów|ul. Gen. Władysława Sikorskiego 35 |77-100 Bytów;54.1706219 17.4916088
101706;220102;Szkoła Podstawowa|Gostkowo| 20 |77-114 Gostkowo;54.2237495 17.4768127
101707;220102;Szkoła Podstawowa|Pomysk Wielki| 26 |77-121 Pomysk Wielki;54.2281725 17.5901393
101708;220102;Szkoła Podstawowa Nr 2|Bytów|ul. Ks. dr Bolesława Domańskiego 13 |77-100 Bytów;54.1706219 17.4916088
101709;220102;Świetlica Wiejska|Mądrzechowo|ul. Brylantowa 6 |77-100 Bytów;54.1706219 17.4916088
101710;220102;Świetlica Wiejska|Ząbinowice| 19 |77-100 Bytów;54.1706219 17.4916088
101711;220102;Bytowskie Centrum Kultury|Bytów|ul. Wojska Polskiego 12 |77-100 Bytów;54.1706219 17.4916088
101712;220102;Świetlica Wiejska|Udorpie| 12 |77-100 Bytów;54.1706219 17.4916088
101713;220102;Szkoła Podstawowa|Niezabyszewo| 9 |77-132 Niezabyszewo;54.1431542 17.3965746
101714;220102;Szkoła Podstawowa|Rekowo| 18 |77-131 Rekowo;54.1002776 17.4485116
101715;220102;Szpital Powiatu Bytowskiego Spółka z o.o.|Bytów|Lęborska 13 |77-100 Bytów;54.1706219 17.4916088
101716;220103;Gminne Centrum Kultury i Biblioteka|w Czarnej Dąbrówce|ul.Bytowska 10 |77-116 Czarna Dąbrówka;54.3562129 17.5647322
101717;220103;Wiejski Dom Kultury|Jasień| 6 |77-122 Jasień;52.7498033 19.3963696
101718;220103;Budynek byłej Szkoły Podstawowej|Mikorowo| 15/2 |76-243 Mikorowo;54.4155101 17.5780072
101719;220103;Zespół Szkół w Rokitach|Rokity| 34 |77-123 Rokity;52.4079251 16.8388638
101720;220103;Zespół Szkół w Nożynie|Nożyno| 40 |77-115 Nożyno;54.3126278 17.5154696
101721;220104;Urząd Gminy|Kołczygłowy|ul. Słupska 56 |77-140 Kołczygłowy;54.2303728 17.2347226
101722;220104;Gminny Ośrodek Kultury|Kołczygłowy|ul. Szkolna 1 |77-140 Kołczygłowy;54.2303728 17.2347226
101723;220104;Budynek Szkoły w Gałęźni Wielkiej|Gałąźnia Wielka| 27 |77-140 Kołczygłowy;54.2303728 17.2347226
101724;220104;Zespoł Szkół w Łubnie|Łubno| 22 |77-140 Kołczygłowy;54.2303728 17.2347226
101725;220105;Zespół Szkół|Borowy Młyn|ul.Kaszubska 1 |77-138 Borowy Młyn;53.9598633 17.345149
101726;220105;Budynek byłej szkoły|Borzyszkowy| 4 |77-130 Lipnica;53.9787852 17.4158735
